,region_type,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_5_24,age_50_64,age_65,ilitotal,num_providers,total_patients,date
640,National,2010,1,1.90712,1.98284,4998,3333.0,3961,1244.0,763,14299,1996,721138,2010-01-04
641,National,2010,2,1.86738,1.82749,4877,2793.0,4614,1182.0,622,14088,2016,770895,2010-01-11
642,National,2010,3,1.88072,1.92606,5399,2693.0,5079,1008.0,578,14757,2053,766177,2010-01-18
643,National,2010,4,1.96908,1.92495,5333,2560.0,5655,1046.0,528,15122,2026,785580,2010-01-25
644,National,2010,5,2.11387,2.08877,5816,2581.0,6142,948.0,550,16037,1996,767773,2010-02-01
645,National,2010,6,2.09695,2.03434,5496,2644.0,5577,1006.0,658,15381,1977,756068,2010-02-08
646,National,2010,7,1.90294,1.97649,5388,2649.0,5536,994.0,498,15065,1954,762208,2010-02-15
647,National,2010,8,1.96951,1.99362,5040,2943.0,6207,1218.0,679,16087,1990,806925,2010-02-22
648,National,2010,9,1.92331,1.85383,4281,2763.0,5685,1085.0,672,14486,1953,781411,2010-03-01
649,National,2010,10,1.89659,1.8673,4612,2660.0,5270,1112.0,700,14354,1946,768702,2010-03-08
650,National,2010,11,1.75181,1.69987,4063,2468.0,4466,976.0,628,12601,1933,741293,2010-03-15
651,National,2010,12,1.52632,1.49741,3625,2097.0,4108,827.0,534,11191,1917,747358,2010-03-22
652,National,2010,13,1.49572,1.45112,3408,1954.0,3733,736.0,528,10359,1875,713863,2010-03-29
653,National,2010,14,1.22313,1.20715,3090,1718.0,2933,644.0,428,8813,1850,730068,2010-04-05
654,National,2010,15,1.17754,1.17415,3117,1572.0,3110,598.0,404,8801,1831,749563,2010-04-12
655,National,2010,16,1.09112,1.16207,2921,1461.0,3044,522.0,414,8362,1765,719580,2010-04-19
656,National,2010,17,1.11958,1.17213,3081,1435.0,2972,557.0,395,8440,1755,720054,2010-04-26
657,National,2010,18,1.08169,1.12168,2781,1385.0,2901,482.0,365,7914,1710,705551,2010-05-03
658,National,2010,19,1.12497,1.14981,2851,1363.0,2645,491.0,347,7697,1664,669414,2010-05-10
659,National,2010,20,1.06197,1.13328,2816,1364.0,2553,498.0,372,7603,1624,670887,2010-05-17
660,National,2010,21,1.08909,1.08171,2636,1235.0,2188,445.0,349,6853,1497,633532,2010-05-24
661,National,2010,22,1.1776,1.19959,2413,1212.0,2172,463.0,335,6595,1421,549773,2010-05-31
662,National,2010,23,0.97493,0.952808,2147,1081.0,1831,374.0,322,5755,1435,604004,2010-06-07
663,National,2010,24,0.987132,0.916032,1975,978.0,1784,339.0,240,5316,1405,580329,2010-06-14
664,National,2010,25,0.995991,0.926582,2027,882.0,1779,397.0,249,5334,1384,575664,2010-06-21
665,National,2010,26,0.904726,0.86962,1754,862.0,1541,323.0,238,4718,1347,542536,2010-06-28
666,National,2010,27,0.941927,0.903133,1753,816.0,1566,334.0,222,4691,1353,519414,2010-07-05
667,National,2010,28,0.880415,0.773776,1458,819.0,1450,298.0,209,4234,1284,547187,2010-07-12
668,National,2010,29,0.842615,0.742774,1323,759.0,1335,335.0,198,3950,1265,531790,2010-07-19
669,National,2010,30,0.858382,0.730934,1290,805.0,1279,302.0,174,3850,1250,526723,2010-07-26
670,National,2010,31,0.83383,0.786882,1381,839.0,1357,291.0,209,4077,1241,518121,2010-08-02
671,National,2010,32,0.847437,0.763051,1378,809.0,1307,300.0,214,4008,1212,525260,2010-08-09
672,National,2010,33,0.888273,0.841043,1485,883.0,1592,360.0,198,4518,1225,537190,2010-08-16
673,National,2010,34,0.765372,0.791573,1520,811.0,1592,295.0,202,4420,1235,558382,2010-08-23
674,National,2010,35,0.91858,0.912732,1564,1019.0,1866,354.0,204,5007,1170,548573,2010-08-30
675,National,2010,36,1.01432,1.03398,1850,1076.0,1959,374.0,234,5493,1198,531250,2010-09-06
676,National,2010,37,1.01233,0.934009,1720,1061.0,2118,358.0,253,5510,1210,589930,2010-09-13
677,National,2010,38,1.11803,1.08189,2134,1291.0,2510,480.0,326,6741,1206,623077,2010-09-20
678,National,2010,39,1.11806,1.06563,1995,1269.0,2383,446.0,294,6387,1254,599366,2010-09-27
679,National,2010,40,1.10939,1.13505,2627,1677.0,3142,627.0,400,8473,1838,746485,2010-10-04
680,National,2010,41,1.24341,1.25256,2953,1779.0,3522,649.0,444,9347,1875,746230,2010-10-11
681,National,2010,42,1.25726,1.2457,3044,1898.0,3641,690.0,411,9684,1907,777397,2010-10-18
682,National,2010,43,1.25734,1.26774,3226,1754.0,3822,682.0,420,9904,1929,781234,2010-10-25
683,National,2010,44,1.43414,1.43723,3451,1981.0,4397,736.0,455,11020,1947,766753,2010-11-01
684,National,2010,45,1.51838,1.53341,3927,1956.0,4679,734.0,511,11807,1940,769982,2010-11-08
685,National,2010,46,1.61617,1.69445,4416,2327.0,5322,774.0,497,13336,1921,787038,2010-11-15
686,National,2010,47,1.84378,1.9915,4598,2043.0,4145,743.0,550,12079,1938,606527,2010-11-22
687,National,2010,48,1.72535,1.81305,5045,2440.0,4978,915.0,619,13997,1964,772016,2010-11-29
688,National,2010,49,1.87923,2.01426,5060,2511.0,5867,893.0,627,14958,1936,742606,2010-12-06
689,National,2010,50,2.3371,2.55659,6300,2847.0,7194,1031.0,650,18022,1916,704923,2010-12-13
690,National,2010,51,3.03533,3.38185,7295,3433.0,7071,1262.0,838,19899,1840,588406,2010-12-20
691,National,2010,52,3.136,3.43172,7478,4455.0,5764,1581.0,1068,20346,1887,592880,2010-12-27
692,National,2011,1,2.53336,2.69151,6584,4455.0,6342,1586.0,1059,20026,1923,744043,2011-01-03
693,National,2011,2,2.91288,2.91063,6238,4220.0,7773,1537.0,953,20721,1921,711908,2011-01-10
694,National,2011,3,3.44497,3.49232,7247,5095.0,11243,1734.0,938,26257,1964,751850,2011-01-17
695,National,2011,4,4.16185,4.0037,8007,5952.0,15291,1794.0,931,31975,1947,798637,2011-01-24
696,National,2011,5,4.55159,4.43534,8195,6536.0,16366,1990.0,1197,34284,1970,772974,2011-01-31
697,National,2011,6,4.46504,4.24215,8036,6812.0,16516,1996.0,1096,34456,1961,812230,2011-02-07
698,National,2011,7,4.55124,4.39719,8172,7257.0,17493,2352.0,1293,36567,1910,831600,2011-02-14
699,National,2011,8,4.0822,3.90256,7839,6425.0,13718,2028.0,1267,31277,1908,801449,2011-02-21
700,National,2011,9,3.38812,3.15073,6376,4869.0,10496,1740.0,1146,24627,1860,781629,2011-02-28
701,National,2011,10,2.99142,2.72422,5691,3939.0,8427,1421.0,899,20377,1829,747993,2011-03-07
702,National,2011,11,2.61542,2.33336,5363,3265.0,6702,1175.0,804,17309,1823,741807,2011-03-14
703,National,2011,12,2.09065,1.925,4400,2551.0,5489,978.0,613,14031,1790,728883,2011-03-21
704,National,2011,13,1.86146,1.75243,4189,2244.0,5025,877.0,622,12957,1770,739375,2011-03-28
705,National,2011,14,1.61377,1.57704,3701,1985.0,4557,747.0,508,11498,1723,729089,2011-04-04
706,National,2011,15,1.42199,1.35766,3164,1574.0,3562,641.0,450,9391,1681,691707,2011-04-11
707,National,2011,16,1.3382,1.31223,3139,1505.0,3064,559.0,428,8695,1651,662612,2011-04-18
708,National,2011,17,1.19995,1.14937,2895,1324.0,2673,555.0,383,7830,1612,681240,2011-04-25
709,National,2011,18,1.14889,1.11451,2532,1305.0,2553,524.0,393,7307,1585,655627,2011-05-02
710,National,2011,19,1.12194,1.10984,2551,1254.0,2595,485.0,351,7236,1556,651983,2011-05-09
711,National,2011,20,1.06712,1.0524,2353,1131.0,2280,461.0,305,6530,1516,620485,2011-05-16
712,National,2011,21,1.05058,1.03536,2213,1045.0,2110,405.0,299,6072,1381,586460,2011-05-23
713,National,2011,22,1.15203,1.11777,2249,1013.0,1980,397.0,307,5946,1357,531954,2011-05-30
714,National,2011,23,0.970975,0.982949,2040,1037.0,1760,432.0,278,5547,1296,564322,2011-06-06
715,National,2011,24,0.894683,0.925194,1812,911.0,1599,405.0,262,4989,1279,539238,2011-06-13
716,National,2011,25,0.843568,0.835531,1604,870.0,1422,308.0,244,4448,1251,532356,2011-06-20
717,National,2011,26,0.815409,0.832393,1472,750.0,1462,324.0,210,4218,1225,506732,2011-06-27
718,National,2011,27,0.823052,0.855591,1423,823.0,1269,270.0,224,4009,1211,468565,2011-07-04
719,National,2011,28,0.674635,0.706949,1255,756.0,1206,316.0,188,3721,1220,526346,2011-07-11
720,National,2011,29,0.631883,0.694387,1243,733.0,1184,259.0,178,3597,1203,518011,2011-07-18
721,National,2011,30,0.641513,0.687976,1251,667.0,1188,263.0,169,3538,1179,514262,2011-07-25
722,National,2011,31,0.529813,0.644743,1088,635.0,1125,203.0,151,3202,1175,496632,2011-08-01
723,National,2011,32,0.644089,0.67533,1207,704.0,1223,231.0,158,3523,1175,521671,2011-08-08
724,National,2011,33,0.667718,0.72823,1342,767.0,1358,241.0,166,3874,1191,531975,2011-08-15
725,National,2011,34,0.705668,0.806526,1505,814.0,1600,305.0,220,4444,1195,551005,2011-08-22
726,National,2011,35,0.804155,0.860408,1528,887.0,1781,308.0,213,4717,1200,548228,2011-08-29
727,National,2011,36,0.907804,0.936075,1622,904.0,1809,293.0,185,4813,1184,514168,2011-09-05
728,National,2011,37,1.00555,0.966683,1788,1022.0,2206,346.0,205,5567,1196,575887,2011-09-12
729,National,2011,38,1.03601,0.996007,1816,1126.0,2264,374.0,242,5822,1201,584534,2011-09-19
730,National,2011,39,1.07583,1.10846,2248,1253.0,2514,449.0,244,6708,1213,605162,2011-09-26
731,National,2011,40,1.16092,1.20345,3106,1765.0,3485,632.0,377,9365,1850,778182,2011-10-03
732,National,2011,41,1.19785,1.23777,3317,1777.0,3667,672.0,370,9803,1883,791987,2011-10-10
733,National,2011,42,1.27926,1.25259,3324,1763.0,3837,655.0,379,9958,1905,794995,2011-10-17
734,National,2011,43,1.29194,1.30546,3453,1773.0,4035,657.0,380,10298,1900,788840,2011-10-24
735,National,2011,44,1.42824,1.45295,3634,1957.0,4658,760.0,387,11396,1925,784334,2011-10-31
736,National,2011,45,1.39803,1.44089,3949,2072.0,4348,671.0,456,11496,1946,797839,2011-11-07
737,National,2011,46,1.45831,1.46221,3923,2166.0,4361,797.0,474,11721,1900,801594,2011-11-14
738,National,2011,47,1.56548,1.65573,4125,1803.0,3340,679.0,430,10377,1918,626731,2011-11-21
739,National,2011,48,1.34313,1.46606,4237,2059.0,3955,815.0,413,11479,1904,782984,2011-11-28
740,National,2011,49,1.48139,1.51811,3995,1938.0,4040,772.0,442,11187,1898,736905,2011-12-05
741,National,2011,50,1.63398,1.66429,4579,2077.0,4097,838.0,546,12137,1872,729258,2011-12-12
742,National,2011,51,1.83126,1.85274,5016,2068.0,3535,818.0,521,11958,1851,645424,2011-12-19
743,National,2011,52,2.10451,2.12413,5243,2315.0,3184,946.0,668,12356,1821,581697,2011-12-26
744,National,2012,1,1.73625,1.76709,4514,2342.0,3393,1028.0,715,11992,1891,678631,2012-01-02
745,National,2012,2,1.55066,1.5434,4059,2319.0,3636,918.0,611,11543,1883,747894,2012-01-09
746,National,2012,3,1.62891,1.64762,4364,2247.0,4030,800.0,498,11939,1887,724623,2012-01-16
747,National,2012,4,1.76038,1.6843,4766,2303.0,4802,825.0,513,13209,1891,784244,2012-01-23
748,National,2012,5,1.92728,1.86354,5218,2415.0,5336,915.0,564,14448,1885,775298,2012-01-30
749,National,2012,6,1.91994,1.86408,5028,2582.0,5555,894.0,565,14624,1875,784516,2012-02-06
750,National,2012,7,2.09951,2.01839,5277,2937.0,5994,1054.0,667,15929,1884,789193,2012-02-13
751,National,2012,8,2.23973,2.10385,5246,3009.0,5990,1131.0,761,16137,1853,767022,2012-02-20
752,National,2012,9,2.21921,2.09555,5219,3141.0,6239,1153.0,766,16518,1826,788242,2012-02-27
753,National,2012,10,2.16693,2.10398,4811,2832.0,6493,998.0,629,15763,1816,749198,2012-03-05
754,National,2012,11,2.38913,2.2941,5175,3321.0,6768,1185.0,701,17150,1819,747570,2012-03-12
755,National,2012,12,1.96466,1.92223,4422,2822.0,5683,988.0,609,14524,1780,755579,2012-03-19
756,National,2012,13,1.84229,1.74239,3807,2485.0,5256,920.0,549,13017,1753,747079,2012-03-26
757,National,2012,14,1.68674,1.67601,3582,2306.0,4631,839.0,572,11930,1729,711808,2012-04-02
758,National,2012,15,1.53136,1.49637,3253,2109.0,4059,767.0,544,10732,1707,717202,2012-04-09
759,National,2012,16,1.37912,1.38202,3001,1990.0,4020,719.0,393,10123,1699,732480,2012-04-16
760,National,2012,17,1.29515,1.28926,2638,1831.0,3802,664.0,435,9370,1675,726772,2012-04-23
761,National,2012,18,1.39521,1.35803,2509,1728.0,3671,636.0,455,8999,1564,662649,2012-04-30
762,National,2012,19,1.32522,1.30833,2524,1559.0,3468,606.0,419,8576,1546,655492,2012-05-07
763,National,2012,20,1.23059,1.26692,2465,1547.0,3087,588.0,375,8062,1503,636347,2012-05-14
764,National,2012,21,1.23028,1.27731,2545,1461.0,3011,483.0,378,7878,1415,616765,2012-05-21
765,National,2012,22,1.26877,1.2991,2480,1276.0,2601,446.0,350,7153,1409,550614,2012-05-28
766,National,2012,23,1.10782,1.16297,2336,1281.0,2352,458.0,338,6765,1365,581700,2012-06-04
767,National,2012,24,1.09559,1.08612,2231,1150.0,2024,428.0,300,6133,1289,564670,2012-06-11
768,National,2012,25,1.11031,1.0568,2259,1119.0,1974,411.0,285,6048,1295,572296,2012-06-18
769,National,2012,26,1.10616,1.07871,2168,1058.0,1850,422.0,288,5786,1260,536380,2012-06-25
770,National,2012,27,1.10816,1.04662,1911,1013.0,1706,388.0,273,5291,1271,505533,2012-07-02
771,National,2012,28,0.999444,0.928152,1913,964.0,1751,337.0,220,5185,1240,558637,2012-07-09
772,National,2012,29,0.924199,0.901936,1818,914.0,1640,318.0,241,4931,1223,546713,2012-07-16
773,National,2012,30,0.949257,0.915356,1752,975.0,1721,372.0,283,5103,1250,557488,2012-07-23
774,National,2012,31,0.978903,0.952548,1728,1050.0,1706,408.0,267,5159,1240,541600,2012-07-30
775,National,2012,32,0.925024,0.916661,1660,989.0,1718,375.0,284,5026,1248,548294,2012-08-06
776,National,2012,33,0.848456,0.901787,1721,986.0,1755,357.0,232,5051,1238,560110,2012-08-13
777,National,2012,34,1.04451,1.03315,2098,1194.0,2128,425.0,296,6141,1238,594395,2012-08-20
778,National,2012,35,1.0986,1.05238,1958,1305.0,2335,443.0,277,6318,1238,600354,2012-08-27
779,National,2012,36,1.22071,1.12713,1886,1317.0,2294,481.0,318,6296,1242,558585,2012-09-03
780,National,2012,37,1.24976,1.1866,2176,1408.0,2870,513.0,415,7382,1252,622114,2012-09-10
781,National,2012,38,1.22892,1.21415,2295,1530.0,2972,511.0,348,7656,1268,630563,2012-09-17
782,National,2012,39,1.29393,1.25198,2421,1546.0,2867,575.0,398,7807,1248,623572,2012-09-24
783,National,2012,40,1.23034,1.20559,2773,1814.0,3691,702.0,415,9395,1932,779285,2012-10-01
784,National,2012,41,1.3278,1.31929,2960,1957.0,4007,745.0,489,10158,1940,769959,2012-10-08
785,National,2012,42,1.33995,1.32737,3202,1902.0,4233,760.0,488,10585,1968,797444,2012-10-15
786,National,2012,43,1.37842,1.36688,3346,2012.0,4268,771.0,516,10913,1958,798388,2012-10-22
787,National,2012,44,1.50085,1.50535,3326,2032.0,4422,797.0,484,11061,1929,734781,2012-10-29
788,National,2012,45,1.65163,1.61273,3733,2330.0,5145,925.0,541,12674,1974,785871,2012-11-05
789,National,2012,46,1.76746,1.75208,4034,2569.0,5526,897.0,597,13623,1966,777534,2012-11-12
790,National,2012,47,2.30609,2.33365,4651,2824.0,5387,1105.0,683,14650,1968,627772,2012-11-19
791,National,2012,48,2.16324,2.2268,5102,3950.0,7018,1498.0,953,18521,2006,831730,2012-11-26
792,National,2012,49,2.83038,2.97657,6486,4672.0,10857,1791.0,1071,24877,2006,835762,2012-12-03
793,National,2012,50,3.43761,3.62552,7446,5692.0,12945,2087.0,1262,29432,1977,811800,2012-12-10
794,National,2012,51,4.30554,4.5532,8546,7437.0,13971,2730.0,1648,34332,1908,754019,2012-12-17
795,National,2012,52,6.06082,6.02598,9709,9295.0,11391,3639.0,2554,36588,1905,607171,2012-12-24
796,National,2013,1,4.64931,4.96368,8444,9679.0,9108,4080.0,2792,34103,1982,687051,2013-01-07
797,National,2013,2,4.32584,4.69072,8297,10877.0,13424,4502.0,2796,39896,1995,850531,2013-01-14
798,National,2013,3,4.51113,4.70473,8633,8977.0,15992,3523.0,2316,39441,2008,838326,2013-01-21
799,National,2013,4,4.2171,4.1646,7441,7021.0,13439,2760.0,1765,32426,1978,778610,2013-01-28
800,National,2013,5,3.78956,3.69533,6609,6421.0,12653,2551.0,1574,29808,1963,806640,2013-02-04
801,National,2013,6,3.29206,3.2363,5757,5236.0,10816,1971.0,1207,24987,1931,772086,2013-02-11
802,National,2013,7,3.0197,2.89421,5289,4698.0,9395,1894.0,1045,22321,1926,771229,2013-02-18
803,National,2013,8,2.71499,2.71742,5099,4357.0,8415,1625.0,1023,20519,1940,755092,2013-02-25
804,National,2013,9,2.4845,2.52297,4633,4030.0,7981,1619.0,968,19231,1893,762238,2013-03-04
805,National,2013,10,2.57808,2.55227,4791,3935.0,7709,1536.0,858,18829,1884,737736,2013-03-11
806,National,2013,11,2.39237,2.43225,4480,3606.0,7065,1352.0,889,17392,1846,715059,2013-03-18
807,National,2013,12,2.06778,2.10851,3957,3191.0,6095,1270.0,741,15254,1825,723449,2013-03-25
808,National,2013,13,1.90281,1.94725,3830,2924.0,5204,1124.0,632,13714,1811,704276,2013-04-01
809,National,2013,14,1.65902,1.74859,3516,2677.0,4299,1106.0,675,12273,1769,701881,2013-04-08
810,National,2013,15,1.43006,1.49713,3110,2219.0,3929,957.0,603,10818,1742,722583,2013-04-15
811,National,2013,16,1.27757,1.32313,2707,1757.0,3509,724.0,491,9188,1732,694415,2013-04-22
812,National,2013,17,1.19009,1.22647,2588,1630.0,3364,582.0,425,8589,1711,700300,2013-04-29
813,National,2013,18,1.09556,1.19614,2439,1470.0,3142,565.0,370,7986,1675,667648,2013-05-06
814,National,2013,19,1.08589,1.19049,2422,1474.0,2877,570.0,361,7704,1630,647130,2013-05-13
815,National,2013,20,1.07343,1.17426,2431,1345.0,2583,565.0,393,7317,1582,623114,2013-05-20
816,National,2013,21,1.01677,1.13342,2230,1279.0,2219,493.0,368,6589,1489,581338,2013-05-27
817,National,2013,22,1.04847,1.14306,2109,1147.0,2094,483.0,357,6190,1486,541528,2013-06-03
818,National,2013,23,0.920349,1.00881,1983,1086.0,1779,460.0,330,5638,1421,558875,2013-06-10
819,National,2013,24,0.920779,1.02358,1969,1112.0,1713,468.0,277,5539,1419,541138,2013-06-17
820,National,2013,25,0.904333,1.00138,1877,1040.0,1766,489.0,302,5474,1405,546643,2013-06-24
821,National,2013,26,0.83057,0.909498,1703,947.0,1581,399.0,285,4915,1389,540408,2013-07-01
822,National,2013,27,0.862837,0.950042,1594,851.0,1489,321.0,251,4506,1357,474295,2013-07-08
823,National,2013,28,0.732182,0.829299,1576,862.0,1491,362.0,219,4510,1362,543833,2013-07-15
824,National,2013,29,0.724558,0.802109,1432,849.0,1405,315.0,185,4186,1341,521874,2013-07-22
825,National,2013,30,0.740848,0.806333,1416,800.0,1464,332.0,221,4233,1325,524969,2013-07-29
826,National,2013,31,0.726037,0.796937,1216,852.0,1284,350.0,184,3886,1290,487617,2013-08-05
827,National,2013,32,0.755639,0.779136,1367,870.0,1338,302.0,198,4075,1299,523015,2013-08-12
828,National,2013,33,0.761847,0.797653,1364,919.0,1366,331.0,188,4168,1276,522533,2013-08-19
829,National,2013,34,0.779896,0.825485,1331,892.0,1561,301.0,232,4317,1265,522965,2013-08-26
830,National,2013,35,0.899138,0.935469,1499,1014.0,1814,410.0,316,5053,1260,540157,2013-09-02
831,National,2013,36,0.999524,1.04345,1681,1137.0,2035,462.0,311,5626,1317,539175,2013-09-09
832,National,2013,37,1.0558,1.09107,1926,1217.0,2437,440.0,354,6374,1307,584196,2013-09-16
833,National,2013,38,1.0967,1.20108,2175,1350.0,2683,537.0,365,7110,1290,591969,2013-09-23
834,National,2013,39,1.24709,1.26179,2393,1500.0,2963,648.0,459,7963,1364,631088,2013-09-30
835,National,2013,40,1.15746,1.13249,2974,1840.0,3769,638.0,456,9677,1960,854487,2013-10-07
836,National,2013,41,1.27184,1.21121,3276,1924.0,3925,762.0,533,10420,1990,860298,2013-10-14
837,National,2013,42,1.31623,1.25682,3483,2010.0,3880,785.0,500,10658,2018,848016,2013-10-21
838,National,2013,43,1.37444,1.37097,3930,2292.0,4484,816.0,514,12036,2027,877917,2013-10-28
839,National,2013,44,1.46781,1.42956,4045,2354.0,4642,930.0,531,12502,2028,874537,2013-11-04
840,National,2013,45,1.5834,1.53588,4434,2511.0,5062,953.0,538,13498,2017,878845,2013-11-11
841,National,2013,46,1.60253,1.60267,4643,2716.0,5000,990.0,578,13927,2054,868987,2013-11-18
842,National,2013,47,1.72344,1.73267,4835,3088.0,5579,1083.0,583,15168,2012,875411,2013-11-25
843,National,2013,48,2.11076,2.09858,4937,3027.0,4313,1059.0,639,13975,2042,665926,2013-12-02
